row_id,label,text_hash,split
ex_000069,0,f337d985e44ecf8a,validation
ex_000070,0,ce8221632961eac1,validation
ex_000071,1,64c43e01f98da636,train
ex_000072,0,b30e854251aaaf77,validation
ex_000073,1,2d7574000665d0c1,train
ex_000074,0,4b02d0bea7592b9d,validation
ex_000075,0,67f80984dab12f17,train
ex_000076,1,19c9f2c16120db89,train
ex_000077,0,a8234abca6fbda59,train
ex_000078,0,3298579477ab69db,train
ex_000079,0,cb095916af59ac75,train
ex_000080,0,346d4059fd99f68a,train
ex_000081,0,5f7e112de7de171f,train
ex_000082,1,64b8fa3f4bc7ee06,train
ex_000083,0,2ce8b97b2d8989a2,train
ex_000084,0,747049aa99302bb3,train
ex_000085,0,9a7eb8a4de87ee73,test
ex_000086,1,5c8407f9a57c8521,train
ex_000087,0,4e1efa3be3ab1d17,validation
ex_000088,1,a93898da64a5d7b8,train
ex_000089,1,6d78c42355c6666c,train
ex_000090,1,89e0211bc95dfa9b,test
ex_000091,1,d4ba76807ccd66cb,train
ex_000092,0,b7c6a4bca9794fdf,train
ex_000093,1,fea92b437dc88ebe,validation
ex_000094,1,1d6e117754dbf12a,train
ex_000095,1,fd39c2738105c8f5,test
ex_000096,1,4da6e4c5d327e4bd,train
ex_000097,0,2b3b7f52b77c9517,validation
ex_000098,0,eebf695df239c126,test
ex_000099,1,f4d5b611f265c0ad,train
ex_000100,1,e8d8b3c57b53be14,train
ex_000101,1,2a14739924baf3bf,train
ex_000102,1,70256e1dd98f09a5,test
ex_000103,1,78cc518e75f959fd,test
ex_000104,1,9f81ca4e031acde1,validation
ex_000105,1,57462553a02de2de,train
ex_000106,1,5ce0a714aa1e124c,train
ex_000107,1,d6abc543f31e619f,test
ex_000108,0,d04ad39223333dd4,train
ex_000109,0,918bbe1d0d86b50a,train
ex_000110,1,e9588817f509285e,train
ex_000111,1,94c2cc28492791ae,train
ex_000112,1,400ec8b5c5e8dde3,train
ex_000113,1,c9fb427793b9deaa,train
ex_000114,0,2860c10755de0e53,train
ex_000115,0,245fb27c8ecb7610,validation
ex_000116,0,28588ee23fcc50c6,train
ex_000117,0,b9cd63a2e64e0227,test
ex_000118,0,9920a859d874f7b2,validation
ex_000119,1,6aa9cbd5773d7f4f,train
ex_000120,0,733708428c48bdd0,test
ex_000121,1,77b95c9fbdcdae70,validation
ex_000122,1,695a10bdb11d0379,validation
ex_000123,1,e7e91ca80aae7f48,train
ex_000124,0,a4a68c8a405a1499,train
ex_000125,1,389cc54cdb3beb16,train
ex_000126,1,33eebd62fa46428d,train
ex_000127,1,b7a7dafc88b9c6d6,train
ex_000128,1,140486e939f57a0c,test
ex_000129,0,e4a8bf64ee117bdb,test
ex_000130,1,a28785cb4662bc76,train
ex_000131,1,cc55436ea42750d3,train
ex_000132,1,aa641a23425a65e9,train
ex_000133,1,c2ef14b1a6f56929,train
ex_000134,0,7d9caa2fdc3a8e45,train
ex_000135,0,8d5af2ad79389962,train
ex_000136,1,88b4716381a8f6cd,test
ex_000137,0,576d5beff31c5f43,train
ex_000138,0,a5595b4e9b73f7d1,train
ex_000139,1,80fc28d7530dd2e0,train
ex_000140,0,98ac53df2dcb8cfd,train
ex_000141,1,45a8a7d1b8cb1069,test
ex_000142,1,a6efa48a777caf7b,train
ex_000143,0,1bfa8232214a45b8,test
ex_000144,1,48ed93e7a740800d,test
ex_000145,0,e8c8e1a72eaa95cb,validation
ex_000146,0,1876d40843ac2017,train
ex_000147,1,9b657393a69afd99,train
ex_000148,1,771134f7746da3c3,train
ex_000149,1,7daf4711ac9f93e7,train
ex_000150,1,4654feaceeddb50e,train
ex_000151,1,11e867b7f31df841,validation
ex_000152,0,a7c58c1e0bce5ec9,validation
ex_000153,0,bfcdbaba7697e48a,validation
ex_000154,0,e1b45d83b16a8d46,train
ex_000155,0,4b79a6fa0b66f6af,validation
ex_000156,0,906c537cc976a234,train
ex_000157,0,31485ee23eedc6cf,train
ex_000158,0,f7419f836299d2d0,train
ex_000159,0,bba11248fac3201e,train
ex_000160,0,740b5f9a258a2f98,train
ex_000161,0,0d799b23ced4b9de,train
ex_000162,0,db94c3707d280447,test
ex_000163,0,30af8fd967544c6e,train
ex_000164,0,1b604c33e2f1046b,test
ex_000165,1,75fb1a3422f6732e,validation
ex_000166,0,21be22251c1af86b,train
ex_000167,0,03640f63eeba306a,validation
ex_000168,0,abab8af64148fbaf,train
ex_000169,0,ebee65c8929b9832,validation
ex_000170,1,9b6e9557ecab8eef,train
ex_000171,1,496e9bfeaa7032e9,validation
ex_000172,1,b0f8900e03570109,train
ex_000173,1,f0ac1a0a14f98f5c,train
ex_000174,1,b71bb66f565773d6,train
ex_000175,1,28818fab1b6d860d,validation
ex_000176,1,d05c0e395da22c33,train
ex_000177,1,5d0822a8d564a611,train
ex_000178,0,e30355febd0ed04f,train
ex_000179,1,f8df263f3283fb58,test
ex_000180,0,6f3e5b1f4eb0589f,validation
ex_000181,0,37cf0445e7a54882,train
ex_000182,0,cbb157ba334db060,validation
ex_000183,0,ee9c480701a7001d,train
ex_000184,0,2516086a14a1245b,test
ex_000185,1,b5364c182bfaf125,validation
ex_000186,1,e63800f264995eec,train
ex_000187,0,6fa28997f1da54b4,train
ex_000188,1,8cbbb73945cd6086,validation
ex_000189,1,816d357037745522,train
ex_000190,0,aa7790a48347705f,train
ex_000191,1,dea460787e067d88,train
ex_000192,0,f79ac559ffbd3ea0,validation
ex_000193,0,6736e53ff1d37de2,train
ex_000194,0,95eef4682570d889,validation
ex_000195,1,5910ecd88fcfe7b5,test
ex_000196,0,7bba43db60497f2a,train
ex_000197,0,ec2c60f7b979e768,train
ex_000198,0,fb0db474800764e3,validation
ex_000199,1,b8c17f13276931e7,train
ex_000200,0,403e2867cbdb67e3,validation
ex_000201,0,0611bf1020fee92a,train
ex_000202,0,37bf22103d913146,validation
ex_000203,0,a99f1bb6ccda29fb,test
ex_000204,1,e64131cd9660dc80,train
ex_000205,1,75372739190af94a,train
ex_000206,0,ba5f97aa578e9b16,validation
ex_000207,1,a4094ff460407ef2,train
ex_000208,0,a229af9a0cd14af3,train
ex_000209,1,6995173dc2af2dc3,train
ex_000210,0,406ae996d65072cc,train
ex_000211,0,8823a4187f2996ca,train
ex_000212,1,934f6964acc24991,train
ex_000213,0,32cea6e6d0442fd9,train
ex_000214,0,3172af19261770c7,train
ex_000215,0,0ada56b3f5327c0d,train
ex_000216,0,255bb769d143d80b,train
ex_000217,0,054400741b7b2648,validation
ex_000218,0,d04efbbe6de499bf,validation
ex_000219,1,3fdcfdea6c1f7ed1,test
ex_000220,0,ee88c3eefcf426fb,train
ex_000221,1,67e8aed618715bf8,test
ex_000222,1,df54d9f6ba60adda,validation
ex_000223,0,8e701f067eee2e66,train
ex_000224,0,76ef9cb73e323f88,validation
ex_000225,0,1ee0972c0c96de57,train
ex_000226,0,d0c0f42b255b0b7a,train
ex_000227,1,70da5d794206ad05,test
ex_000228,0,7f3722c315c4c0f0,train
ex_000229,1,ee6d180bfc3877c0,validation
ex_000230,0,1c0d788f2ace0505,train
ex_000231,1,e8288f0afdf6fbdb,train
ex_000232,0,bf38a3fda68180bd,train
ex_000233,0,3453f3f01429dd90,train
ex_000234,0,1bd03f623cca1473,train
ex_000235,0,edabed238686f9bd,train
ex_000236,0,3c0af95eacafe04a,validation
ex_000237,0,a3c36ff54d521df5,train
ex_000238,1,a443a4c6a490821c,test
ex_000239,1,e0b3abb19224ba5b,train
ex_000240,0,2a3d26a67cd71c13,train
ex_000241,1,fcec76c962498bb0,train
ex_000242,0,8915d4efe6f59ef9,train
ex_000243,0,09e87f6ed46f4cbe,train
ex_000244,0,efb1205e5805f6a1,train
ex_000245,0,fe6e4f5ae850d01a,train
ex_000246,0,9a5f440ea828d5e5,validation
ex_000247,0,0774edbaedb01eb1,train
ex_000248,0,c63a686e79c8d39f,train
ex_000249,1,34e8899312a57296,train
ex_000250,0,60b6d8cddbff8973,train
ex_000251,0,4d7f7e81ebb6f791,test
ex_000252,0,9564cd60c6a76d4d,validation
ex_000253,0,5ac2c1872e335fce,train
ex_000254,1,10e4f1c5a2fc1173,train
ex_000255,1,102a19c6b52a972f,train
ex_000256,1,bc01980e63947eb0,test
ex_000257,1,0caf82ce4c2e8b2d,train
ex_000258,0,209d5bdd95f2cc9a,train
ex_000259,1,ac9f638bd23dd366,train
ex_000260,1,72349e609953c477,train
ex_000261,1,4b3aeb2198bfa0b3,train
ex_000262,1,ceaa12ae0e03a0ec,validation
ex_000263,1,0d31cae03a58ba57,validation
ex_000264,1,1aa11bebfce0ebb7,train
ex_000265,0,61079dd1dd9f2331,train
ex_000266,1,8d5ce47dfd123a3c,train
ex_000267,0,a3aa56f277e87689,train
ex_000268,1,14d0e1acc726690c,train
ex_000269,1,00fa4a47e872305b,validation
ex_000270,0,771b64f9b6ef831c,train
ex_000271,1,0ffdbf0568a46675,train
ex_000272,1,92e779cce35b02cc,test
ex_000273,1,036ff034b09fc379,train
ex_000274,1,6764aae49654d95f,test
ex_000275,0,3ea5d6f19dd99707,train
ex_000276,1,f2ce4001f1d5f154,validation
ex_000277,0,afb56cb759ae780b,train
ex_000278,1,3a5dc81628e4d8d7,train
ex_000279,0,33a1584c6481e207,train
ex_000280,1,50b363a96b469433,train
ex_000281,0,43fab69e4fc65092,train
ex_000282,0,6d941bb948ed3299,validation
ex_000283,0,b610613fbe7de81a,train
ex_000284,1,a8b6e4037569e052,train
ex_000285,0,4e35fb0589fc5478,train
ex_000286,0,80cd170e02d15a55,train
ex_000287,1,f8beae65afcd849f,train
ex_000288,0,ef132253e65267db,train
ex_000289,1,e766cd261e075cbb,test
ex_000290,0,0cd2a583fc408cfd,train
ex_000291,1,f2e57426ce635a73,test
ex_000292,0,2222c639e17fa944,train
ex_000293,1,bd1a12e2a65bbf01,train
ex_000294,0,db310702bef9352a,train
ex_000295,1,c603b0ffe3ebf6f2,test
ex_000296,0,aa0d0f91b757ef47,train
ex_000297,1,5d914a521dfdf13a,validation
ex_000298,0,275b04bd58ee673a,train
ex_000299,0,970c420ffc6d97a4,train
ex_000300,1,f43e20e08eddb959,train
ex_000301,1,d0532cee9bdfaa3e,validation
ex_000302,1,547be29b717e8d43,train
ex_000303,1,239f87829ab75738,train
ex_000304,1,63c9c67de7a24b8e,train
ex_000305,0,a759ff0bb4381d19,train
ex_000306,0,75ed193715d8a01f,train
ex_000307,0,e29de4f44b1fe4f6,test
ex_000308,0,c0ec2f49c4c09854,train
ex_000309,1,55788d1868ea83bc,test
ex_000310,1,c1b412a183175d33,train
ex_000311,1,5e252ea4f60e0ea3,train
ex_000312,1,67ed67271f88a4f0,train
ex_000313,1,c0c9193c22621add,test
ex_000314,1,4359a0e9b55301a4,train
ex_000315,1,156719a246e6b25e,train
ex_000316,1,d845bd32aaf1a51c,train
ex_000317,1,01555e611f5de59c,train
ex_000318,1,2be49604ce1e7f24,train
ex_000319,1,c61088e7f13275f9,train
ex_000320,1,e99b25ea6e19f364,test
ex_000321,0,0407cd9b07affa77,train
ex_000322,0,8cae8a49fb1059f7,train
ex_000323,1,1795600ae747ad6e,validation
ex_000324,1,fb042b7fe6f55c75,train
ex_000325,0,ed654297fc196b92,train
ex_000326,1,a808521e4dd94924,train
ex_000327,1,f40b9a3aa5574bbe,train
ex_000328,0,8396637677ed77ad,train
ex_000329,0,5d46437c4ae19b03,test
ex_000330,1,5037e042af2961f6,train
ex_000331,0,30bcc66a620c789f,train
ex_000332,0,da78e1779b46e134,train
ex_000333,0,2582cf93ade6dab8,train
ex_000334,0,bfe199c9549c1956,test
ex_000335,0,cccf654b039f2e94,train
ex_000336,0,8043b6a184d781cd,train
ex_000337,0,6f4be266a1d18c25,train
ex_000338,0,a115d0d1d969dada,train
ex_000339,1,086087195c0bbfa3,validation
ex_000340,0,df574fe8c92543e2,train
ex_000341,1,1db7d138717a759e,train
ex_000342,1,b042afa9d8c7ab6f,train
ex_000343,0,e38e53037a47648c,train
ex_000344,0,0e11959b15da6a89,train
ex_000345,1,022e2609f67f563f,train
ex_000346,1,8e488a6ea693a226,train
ex_000347,1,fc6d1fedab498e1a,train
ex_000348,0,a1663a2906bc2571,train
ex_000349,0,aad9b1ed3078fe3f,train
ex_000350,0,b63067df56b3a7c8,train
ex_000351,0,4394612d6d9c37c4,test
ex_000352,0,61ab069b35131552,train
ex_000353,0,1b9502e2df95190d,train
ex_000354,1,24598096179824c0,test
ex_000355,1,7e269f46c7a6fbb7,test
ex_000356,1,527740984b85f781,train
ex_000357,0,adab0a861d6cdc46,validation
ex_000358,1,7dd6dcf538d62d08,train
ex_000359,0,302de2b434f0fdd5,train
ex_000360,1,03b6fafdcaec47d6,train
ex_000361,0,9fe39cadfbfe1e7c,train
ex_000362,1,c784f2d1f8b583e9,train
ex_000363,0,9f146b3017260688,train
ex_000364,1,c0004a4c4cf261db,validation
ex_000365,0,21bfa81b753de21f,train
ex_000366,1,7fbb5c38354dc337,train
ex_000367,0,2669cc0656dcce28,train
ex_000368,1,a1739a05ba36a82d,test
ex_000369,1,0b7ce75f60695c84,train
ex_000370,1,f61bb62d0090736f,test
ex_000371,0,e4165d87bb825275,validation
ex_000372,1,15f860e016902da2,train
ex_000373,0,f996350c0f853e33,validation
ex_000374,0,39b28f99706664d8,train
ex_000375,1,5cfaa7f9815e2bd8,train
ex_000376,1,e270d13cae876cc9,test
ex_000377,1,73a2b7e308f8d7f9,train
ex_000378,1,19454412eace4a85,train
ex_000379,1,6d2adb5c46d1144a,test
ex_000380,0,21cb3bc9b835792a,validation
ex_000381,0,c7983332a009c2e7,test
ex_000382,0,e1d10954fe4acc02,train
ex_000383,0,4978d88813f384b7,validation
ex_000384,0,42fa91eb37272567,train
ex_000385,1,91f8547eb478b50d,train
ex_000386,1,fa4cf13777bfa459,train
ex_000387,0,10fa157a0a323e47,train
ex_000388,0,c53d59f39a7587c6,train
ex_000389,1,c5c4b16b017894c1,train
ex_000390,0,601c00d42c5db344,test
ex_000391,1,21037f31a62617b9,train
ex_000392,0,97e4afc620a49858,train
ex_000393,0,2f643ed9268a84b5,train
ex_000394,0,4bac49d724a9045e,train
ex_000395,1,c0f7408386ca110c,train
ex_000396,1,199e01c3cd53b519,validation
ex_000397,1,c32e5a1766137d40,train
ex_000398,0,85cf20677dac85e7,test
ex_000399,1,a1ce20bc4aa07e01,train
ex_000400,0,cced4be6a6b3d7ec,train
ex_000401,0,417bdf38c9c98087,train
ex_000402,0,06363f0bc372de28,validation
ex_000403,1,eda5329ce292f7c2,test
ex_000404,0,791a9d50c1a64739,train
ex_000405,1,d90b29710298a407,train
ex_000406,1,fdc11642d6ef0a34,train
ex_000407,0,a2c090f3a15b12de,train
ex_000408,0,9b5e37fbc5b2bbdb,train
ex_000409,0,45846d51640aec33,train
ex_000410,0,e3ab05378cea9987,train
ex_000411,0,b1fca6ebc7591793,train
ex_000412,1,7a93e6f6d7ade031,test
ex_000413,1,366fe255a2a0589c,test
ex_000414,0,201be36596569082,train
ex_000415,1,0bd61766bc6ca38a,train
ex_000416,0,524e0cd3e533a318,test
ex_000417,0,a66372565b1965b5,train
ex_000418,0,dddcadb96ff50c8e,train
ex_000419,0,d00dd8c499e4ff83,train
ex_000420,1,3fe44a49beaaf6cc,train
ex_000421,1,3c9a5a487a1925dc,train
ex_000422,0,58a2a72d2d2d466b,train
ex_000423,1,e1e3485a78cbdbe6,train
ex_000424,1,d3549d3c33c753f0,train
ex_000425,0,23f9320edc801286,train
ex_000426,1,589ee75e524ea3f2,validation
ex_000427,1,dd895b46bd216266,train
ex_000428,1,928a06589c3a810e,train
ex_000429,1,001f413b692785ba,train
ex_000430,1,9e8dc0df5ebb4ef4,train
ex_000431,1,783e22e6790b2f24,test
ex_000432,1,5d0eb60e7cf9839a,train
ex_000433,0,338382e9de498957,train
ex_000434,1,0f8c66e048b482aa,test
ex_000435,1,315b99ccc0a7d0b2,validation
ex_000436,1,7d0170097b101cdb,train
ex_000437,1,46df4712896b9ded,train
ex_000438,1,06ed6cf3d1b9f046,train
ex_000439,1,6b2b6f74c0c9e1a1,train
ex_000440,0,82f45d909ab81e02,train
ex_000441,1,8d19e265b43d3ed1,train
ex_000442,1,b9fed00b3cc7dee2,test
ex_000443,1,47089a1efc882db7,train
ex_000444,1,d4d97a8a298ee009,train
ex_000445,0,f9defc89dd0c9d74,train
ex_000446,1,c25bc1b574775c1a,train
ex_000447,0,0d805bde598093d2,train
ex_000448,0,4842ec53e5797aec,test
ex_000449,1,7ec780605257f59c,train
ex_000450,1,2cf9a4772fbba9ea,train
ex_000451,1,bc075fbc38dfb6bb,train
ex_000452,0,f1f0bd37aa4d0af5,train
ex_000453,1,efb434f7538b6c22,validation
ex_000454,0,ca877413b93debcc,test
ex_000455,0,bf58a68663662ca8,test
ex_000456,1,6370e821a6e5bd64,train
ex_000457,1,ff8842e4e6bd5f83,train
ex_000458,0,ea5a8cded1a71f4e,train
ex_000459,0,a530258b34fadf3e,train
ex_000460,0,6027bd834cef31d4,train
ex_000461,0,5047c140e761d5a2,train
ex_000462,0,965eadf5e4561850,train
ex_000463,1,c6bde48a9f30373c,train
ex_000464,0,18e75655fff3b680,test
ex_000465,0,666fb5602db49c99,test
ex_000466,0,bcab7ed09b168dc8,train
ex_000467,0,79b174135c0bdcf2,train
ex_000468,0,09d0693d15c816e8,train
ex_000469,0,877a2817ad047f06,train
ex_000470,0,2751a5a7f73eefc3,train
ex_000471,0,a7f474c100b1710b,train
ex_000472,1,1699727d139c4a58,train
ex_000473,1,5c582982443d772c,train
ex_000474,1,32435cb50a9dc72e,train
ex_000475,0,cb19f6df56bc6a09,train
ex_000476,1,c45343d4aa8e3b37,train
ex_000477,1,8f224ecde59a8559,validation
ex_000478,1,edb33042656b5369,test
ex_000479,1,420d51da9f17fe91,train
ex_000480,0,d8dfb76ad73e4812,train
ex_000481,0,3a81e9f1f1107835,test
ex_000482,1,837725150e04d65b,test
ex_000483,1,70d0cd3511f6dcbc,train
ex_000484,0,8cb3937c81710503,train
ex_000485,0,ab4b6e4edff3689d,train
ex_000486,1,2dcfb75ece123d38,train
ex_000487,0,3cdbe898a6f1129d,train
ex_000488,1,6b7d304c5262a3c0,train
ex_000489,1,c4ba4b0d06359059,train
ex_000490,0,78204cb69665f55d,test
ex_000491,1,d25c33914dfa10ae,train
ex_000492,1,f114ac85550755f9,validation
ex_000493,0,4c342e6931017019,validation
ex_000494,0,5e29d63d3c50b21d,train
ex_000495,0,ef1b4e7328998456,train
ex_000496,1,65c9327af650d054,train
ex_000497,0,710629878ca5bb68,train
ex_000498,1,0e69c4d3baeb26c9,train
ex_000499,1,32654603834790cc,test
ex_000500,0,bc64fcc2d3ed519c,test
ex_000501,1,081962eef2eac3f9,train
ex_000502,1,75ec6b9675580e9a,train
ex_000503,0,13e7191d9a9a03b5,validation
ex_000504,1,eb2bd02e3a3ce375,train
ex_000505,0,345ea87af4f470db,train
ex_000506,1,44bec27858bc700c,train
ex_000507,1,c559b9e3fe6199f6,train
ex_000508,0,39860748eaa17002,train
ex_000509,0,32bb4c06d41770bd,train
ex_000510,1,33af515bc1b93362,train
ex_000511,0,486bb8f811f8234a,train
ex_000512,1,dcd52fb5c7e027f1,train
ex_000513,0,810204d9a51568f7,train
ex_000514,1,8713b293973a7238,validation
ex_000515,1,b8c4f84acc4d770c,train
ex_000516,1,73fe72d387ab10fb,train
ex_000517,1,e8fe31c73eaf1d60,train
ex_000518,0,1d2f1460fa451637,train
ex_000519,1,efe99f693a731e0b,train
ex_000520,0,ad4c26a251ef86cd,train
ex_000521,0,20c52b9c2001bc7f,train
ex_000522,0,33d64cd144f47d01,test
ex_000523,0,47c1414fc52bb879,test
ex_000524,0,6033c0e54f61bf2f,train
ex_000525,1,24b951dd72e4e757,train
ex_000526,0,0e7099804e7467d5,train
ex_000527,0,a60c2225a6569c11,train
ex_000528,1,f41e80019b45c01c,test
ex_000529,1,1ddedc3f740dde5a,train
ex_000530,1,42ca419f86d61f73,train
ex_000531,1,1a88b41537831c3a,train
ex_000532,1,fc0c6ac5952ebea1,validation
ex_000533,1,8faec16bc610f872,train
ex_000534,0,dad89f3377ab6e93,validation
ex_000535,0,2b6a0ad7b839f379,train
ex_000536,1,348cbd6f094abb60,train
ex_000537,0,6b0373d3c7063189,train
ex_000538,0,ba3ff6574dbd2e10,train
ex_000539,0,5ddead118e9216dd,train
ex_000540,1,ad9d4ac98aedd389,train
ex_000541,1,5d827edf9d080aeb,test
ex_000542,1,7f82368266c59cfd,train
ex_000543,1,976c163dd7876751,train
ex_000544,1,27df4df18603fd38,test
ex_000545,1,66bc3fcdccfeacea,train
ex_000546,1,9b0e69173b7c43a8,train
ex_000547,1,926259ac59397efa,train
ex_000548,1,1335c42e4da93d25,test
ex_000549,1,cdc59559cc99aabd,train
ex_000550,1,c4a6fce266f91139,train
ex_000551,1,5027bfdd49c511ef,train
ex_000552,1,b3699eafb9505ac7,validation
ex_000553,1,87d84240642c775f,train
ex_000554,1,55441e1eb6670938,train
ex_000555,1,ba6729ae45eb4c17,test
ex_000556,1,af597795f5cdac75,train
ex_000557,1,577296e415559d4d,test
ex_000558,1,4c5b088f56c38e0e,validation
ex_000559,1,c76825fba739f8b6,train
ex_000560,1,5912a176aef87647,train
ex_000561,1,e496a9e116f08401,train
ex_000562,1,f01617829b137f3a,train
ex_000563,1,d2639bef15917764,train
ex_000564,1,d5934088a76c945e,validation
ex_000565,1,7b37fcfa5e34ec87,train
ex_000566,1,2df8cd8325848b4c,validation
ex_000567,1,0137697919d0912d,train
ex_000568,1,659264830af912fa,train
ex_000569,1,d30503b8ee714a5e,train
ex_000570,1,ea80cd2f7078162d,validation
ex_000571,1,88fa98a508818d59,train
ex_000572,1,ee20bfa16a3be215,train
ex_000573,1,6ba724b6c9db7bd5,train
ex_000574,1,674254caa8d5f2e6,validation
ex_000575,1,4c958df358f6fd53,train
ex_000576,1,10606d3da8d45f39,validation
ex_000577,1,7011174072ee3fc4,train
ex_000578,1,b78e712306d75366,train
ex_000579,1,a7c020b1767e4518,train
ex_000580,1,17da41671269b2b0,train
ex_000581,1,96d51428e1182ae7,train
ex_000582,1,970733f74c26c64f,test
ex_000583,1,be7ec24129fc38b2,train
ex_000584,1,cfefd0dceff72822,train
ex_000585,1,8e000614bd16f819,validation
ex_000586,1,8e30b26fec82beb1,train
ex_000587,1,4902a6cf903edbcb,train
ex_000588,1,a15ac0ea95377f9d,validation
ex_000589,1,3da9a975c76593ab,train
ex_000590,1,cda4ab85826fc7b1,train
ex_000591,1,ccbd7c6fcd6f3688,train
ex_000592,1,33bd922b55408829,train
ex_000593,0,54d8c0356787a8c7,test
ex_000594,0,86e01c9787311481,train
ex_000595,1,564e929245ff9d43,test
ex_000596,1,183907c4f405ed4b,test
ex_000597,1,0eaedc1fe2cceffa,train
ex_000598,1,0b4bc635e3845015,train
ex_000599,1,b0a28c52a649b3e0,test
ex_000600,1,73d8cd917df285a8,train
ex_000601,1,c6f7287d68bcdf75,test
ex_000602,1,9eae812b70d18b26,validation
ex_000603,1,9d7f6c7a403e1165,test
ex_000604,1,0782b992c28581de,train
ex_000605,1,a37041ccffe9f01a,train
ex_000606,1,4ba5a1447c804f98,train
ex_000607,1,dafa7d2362cd8df8,train
ex_000608,1,6c1061fa55c0acb7,test
ex_000609,1,ca004e92403dd781,test
ex_000610,1,012fa9269d2f4acf,train
ex_000611,1,e68d9dcffa448ac9,train
ex_000612,1,414ac079605d59ee,train
ex_000613,1,1781123a9cacb031,train
ex_000614,1,89d23e752327af9b,train
ex_000615,1,e40d0a6202bdea02,train
ex_000616,1,4bf9c9baf61fb33a,train
ex_000617,1,e9e50fe74dc2a5bd,train
ex_000618,1,f1820a7959061adf,test
ex_000619,1,9c4b38f2759856b1,train
ex_000620,1,7ef3cf2775c9e619,test
ex_000621,1,872692ab3b9ad8db,train
ex_000622,1,f49c8649c4c2bd08,train
ex_000623,1,b3cdca3de7738604,test
ex_000624,1,e4598a09e7e60bc9,train
ex_000625,1,f8088f7683aa459d,validation
ex_000626,1,464ee8f8c314dc4d,train
ex_000627,1,56215fec79685ef3,validation
ex_000628,0,6649de550fd56447,train
ex_000629,1,f0512b768ddb1765,validation
ex_000630,1,5459ca36ba81f0a5,train
ex_000631,1,b647d7c3bde84485,train
ex_000632,1,35e67850baa48d0b,train
ex_000633,1,0441315d4f4f9f81,train
ex_000634,1,378cd89feb319644,train
ex_000635,1,1c20db09f5e918f2,validation
ex_000636,1,603a4a3a68b21e9b,validation
ex_000637,0,6a75653ae2568974,train
ex_000638,1,aab6274b4b8be132,train
ex_000639,1,2a8fb4c64b77e380,train
ex_000640,1,a763d445696f3d1b,train
